transaction_id,date,item_name,quantity
T0155,2024-01-23,Chips,3
T0155,2024-01-23,Soda,1
T0155,2024-01-23,Coffee,1
T0155,2024-01-23,Paper Towels,2
T0156,2024-01-02,Chips,2
T0156,2024-01-02,Soda,3
T0156,2024-01-02,Candy,3
T0157,2024-01-08,Lettuce,3
T0157,2024-01-08,Bread,3
T0157,2024-01-08,Tea,3
T0157,2024-01-08,Cake,3
T0157,2024-01-08,Butter,2
T0158,2024-01-21,Bread,1
T0158,2024-01-21,Butter,3
T0158,2024-01-21,Milk,3
T0158,2024-01-21,Coffee,1
T0158,2024-01-21,Trash Bags,1
T0158,2024-01-21,Croissants,2
T0158,2024-01-21,Bagels,3
T0158,2024-01-21,Bananas,2
T0159,2024-01-11,Crackers,1
T0159,2024-01-11,Cheese,2
T0159,2024-01-11,Beef,2
T0159,2024-01-11,Soap,1
T0159,2024-01-11,Tomatoes,2
T0159,2024-01-11,Butter,1
T0160,2024-01-01,Bagels,3
T0160,2024-01-01,Cream,1
T0160,2024-01-01,Coffee,3
T0160,2024-01-01,Lettuce,1
T0160,2024-01-01,Chips,2
T0160,2024-01-01,Candy,3
T0160,2024-01-01,Apples,2
T0160,2024-01-01,Cheese,2
T0160,2024-01-01,Turkey,3
T0160,2024-01-01,Detergent,2
T0161,2024-01-27,Bread,1
T0161,2024-01-27,Butter,2
T0161,2024-01-27,Milk,2
T0161,2024-01-27,Coffee,1
T0161,2024-01-27,Paper Towels,2
T0161,2024-01-27,Cream,1
T0161,2024-01-27,Tea,2
T0161,2024-01-27,Cake,1
T0162,2024-01-31,Crackers,1
T0162,2024-01-31,Cheese,1
T0162,2024-01-31,Paper Towels,1
T0162,2024-01-31,Croissants,1
T0162,2024-01-31,Bananas,2
T0162,2024-01-31,Sausages,2
T0162,2024-01-31,Soda,3
T0162,2024-01-31,Nuts,3
T0162,2024-01-31,Cream,1
T0162,2024-01-31,Trash Bags,3
T0163,2024-01-03,Paper Towels,1
T0163,2024-01-03,Toilet Paper,3
T0163,2024-01-03,Detergent,2
T0163,2024-01-03,Coffee,2
T0163,2024-01-03,Turkey,2
T0164,2024-01-17,Paper Towels,2
T0164,2024-01-17,Toilet Paper,1
T0164,2024-01-17,Pork,2
T0164,2024-01-17,Beef,1
T0164,2024-01-17,Cookies,3
T0164,2024-01-17,Crackers,1
T0164,2024-01-17,Lettuce,3
T0165,2024-01-12,Bagels,1
T0165,2024-01-12,Cream,1
T0165,2024-01-12,Coffee,3
T0166,2024-01-14,Paper Towels,3
T0166,2024-01-14,Toilet Paper,2
T0166,2024-01-14,Detergent,2
T0166,2024-01-14,Bagels,3
T0167,2024-01-22,Cookies,2
T0167,2024-01-22,Milk,1
T0167,2024-01-22,Bagels,2
T0167,2024-01-22,Beef,3
T0167,2024-01-22,Soda,1
T0167,2024-01-22,Nuts,3
T0168,2024-01-23,Chicken,1
T0168,2024-01-23,Lettuce,2
T0168,2024-01-23,Tomatoes,3
T0168,2024-01-23,Cookies,2
T0168,2024-01-23,Cheese,1
T0168,2024-01-23,Nuts,2
T0168,2024-01-23,Bananas,1
T0168,2024-01-23,Toilet Paper,1
T0168,2024-01-23,Cake,2
T0168,2024-01-23,Cream,2
T0169,2024-01-14,Chicken,1
T0169,2024-01-14,Lettuce,2
T0169,2024-01-14,Tomatoes,1
T0169,2024-01-14,Cookies,3
T0169,2024-01-14,Sausages,3
T0169,2024-01-14,Detergent,3
T0169,2024-01-14,Cake,3
T0169,2024-01-14,Oranges,3
T0169,2024-01-14,Cream,1
T0170,2024-01-21,Tomatoes,3
T0171,2024-01-17,Sausages,1
T0172,2024-01-13,Bread,3
T0172,2024-01-13,Butter,1
T0172,2024-01-13,Milk,3
T0172,2024-01-13,Coffee,1
T0172,2024-01-13,Bananas,2
T0172,2024-01-13,Detergent,1
T0172,2024-01-13,Bagels,1
T0172,2024-01-13,Lettuce,1
T0172,2024-01-13,Beef,3
T0172,2024-01-13,Cake,3
T0173,2024-01-18,Crackers,3
T0173,2024-01-18,Cheese,3
T0173,2024-01-18,Water,1
T0173,2024-01-18,Turkey,3
T0173,2024-01-18,Nuts,3
T0173,2024-01-18,Tea,3
T0173,2024-01-18,Lettuce,1
T0174,2024-01-23,Bread,3
T0174,2024-01-23,Cheese,3
T0174,2024-01-23,Lettuce,3
T0174,2024-01-23,Tomatoes,3
T0174,2024-01-23,Water,1
T0174,2024-01-23,Soap,2
T0174,2024-01-23,Crackers,2
T0174,2024-01-23,Sausages,2
T0175,2024-01-21,Juice,2
T0175,2024-01-21,Paper Towels,1
T0175,2024-01-21,Lettuce,1
T0175,2024-01-21,Butter,1
T0175,2024-01-21,Candy,1
T0175,2024-01-21,Cream,2
T0176,2024-01-17,Cookies,3
T0176,2024-01-17,Milk,1
T0176,2024-01-17,Water,2
T0176,2024-01-17,Beef,1
T0176,2024-01-17,Turkey,1
T0176,2024-01-17,Crackers,1
T0176,2024-01-17,Tomatoes,2
T0177,2024-01-02,Chicken,1
T0177,2024-01-02,Lettuce,3
T0177,2024-01-02,Tomatoes,3
T0177,2024-01-02,Cookies,3
T0177,2024-01-02,Candy,1
T0177,2024-01-02,Cheese,2
T0177,2024-01-02,Chips,3
T0177,2024-01-02,Bananas,1
T0177,2024-01-02,Cream,1
T0178,2024-01-04,Bread,1
T0178,2024-01-04,Cheese,3
T0178,2024-01-04,Lettuce,3
T0178,2024-01-04,Tomatoes,1
T0178,2024-01-04,Muffins,1
T0178,2024-01-04,Candy,3
T0178,2024-01-04,Chips,1
T0178,2024-01-04,Pork,3
T0178,2024-01-04,Water,2
T0178,2024-01-04,Crackers,3
T0179,2024-01-05,Tea,3
T0179,2024-01-05,Bread,3
T0180,2024-01-19,Crackers,2
T0180,2024-01-19,Cheese,3
T0180,2024-01-19,Chicken,2
T0180,2024-01-19,Tomatoes,3
T0180,2024-01-19,Candy,1
T0180,2024-01-19,Toilet Paper,1
T0180,2024-01-19,Cookies,3
T0180,2024-01-19,Juice,2
T0180,2024-01-19,Bread,3
T0181,2024-01-16,Beef,2
T0181,2024-01-16,Potatoes,3
T0181,2024-01-16,Soda,3
T0181,2024-01-16,Bread,1
T0181,2024-01-16,Yogurt,1
T0181,2024-01-16,Crackers,1
T0181,2024-01-16,Juice,1
T0181,2024-01-16,Butter,3
T0182,2024-01-20,Cookies,2
T0182,2024-01-20,Milk,3
T0182,2024-01-20,Paper Towels,1
T0182,2024-01-20,Sausages,1
T0182,2024-01-20,Juice,3
T0182,2024-01-20,Tea,3
T0182,2024-01-20,Tomatoes,1
T0182,2024-01-20,Soda,3
T0183,2024-01-27,Nuts,2
T0183,2024-01-27,Tea,2
T0184,2024-01-10,Toilet Paper,1
T0185,2024-01-24,Cake,2
T0185,2024-01-24,Croissants,2
T0186,2024-01-20,Soap,3
T0187,2024-01-29,Candy,1
T0187,2024-01-29,Cake,1
T0187,2024-01-29,Oranges,1
T0187,2024-01-29,Trash Bags,2
T0187,2024-01-29,Muffins,1
T0187,2024-01-29,Nuts,1
T0188,2024-01-21,Bagels,1
T0188,2024-01-21,Cream,3
T0188,2024-01-21,Coffee,1
T0189,2024-01-09,Chicken,1
T0189,2024-01-09,Lettuce,2
T0189,2024-01-09,Tomatoes,3
T0189,2024-01-09,Water,1
T0189,2024-01-09,Soda,2
T0189,2024-01-09,Milk,2
T0190,2024-01-13,Bagels,1
T0190,2024-01-13,Cream,3
T0190,2024-01-13,Coffee,3
T0191,2024-01-11,Paper Towels,3
T0191,2024-01-11,Toilet Paper,1
T0191,2024-01-11,Detergent,1
T0191,2024-01-11,Yogurt,1
T0191,2024-01-11,Tea,2
T0191,2024-01-11,Sausages,2
T0191,2024-01-11,Nuts,3
T0191,2024-01-11,Apples,2
T0191,2024-01-11,Pork,3
T0191,2024-01-11,Soap,2
T0192,2024-01-06,Juice,1
T0192,2024-01-06,Apples,1
T0193,2024-01-09,Paper Towels,2
T0193,2024-01-09,Toilet Paper,1
T0193,2024-01-09,Detergent,1
T0193,2024-01-09,Croissants,3
T0193,2024-01-09,Milk,2
T0193,2024-01-09,Tomatoes,3
T0193,2024-01-09,Coffee,3
T0193,2024-01-09,Oranges,3
T0194,2024-01-07,Chips,2
T0194,2024-01-07,Soda,2
T0194,2024-01-07,Toilet Paper,1
T0194,2024-01-07,Milk,2
T0194,2024-01-07,Cheese,2
T0194,2024-01-07,Muffins,1
T0194,2024-01-07,Paper Towels,1
T0194,2024-01-07,Detergent,1
T0194,2024-01-07,Apples,2
T0195,2024-01-01,Bread,1
T0195,2024-01-01,Butter,2
T0195,2024-01-01,Milk,2
T0195,2024-01-01,Coffee,2
T0195,2024-01-01,Cheese,2
T0195,2024-01-01,Tomatoes,1
T0196,2024-01-19,Croissants,3
T0196,2024-01-19,Juice,3
T0196,2024-01-19,Yogurt,2
T0196,2024-01-19,Milk,3
T0197,2024-01-23,Crackers,2
T0197,2024-01-23,Cheese,2
T0197,2024-01-23,Bread,1
T0197,2024-01-23,Juice,2
T0197,2024-01-23,Beef,2
T0198,2024-01-20,Tomatoes,1
T0199,2024-01-06,Crackers,1
T0199,2024-01-06,Cheese,1
T0199,2024-01-06,Lettuce,2
T0199,2024-01-06,Cake,3
T0199,2024-01-06,Chicken,1
T0199,2024-01-06,Muffins,3
T0199,2024-01-06,Butter,2
T0199,2024-01-06,Nuts,1
T0199,2024-01-06,Bananas,2
T0199,2024-01-06,Bagels,3
T0200,2024-01-23,Bread,1
T0200,2024-01-23,Butter,3
T0200,2024-01-23,Milk,2
T0200,2024-01-23,Coffee,2
T0200,2024-01-23,Toilet Paper,2
T0200,2024-01-23,Chicken,1
T0200,2024-01-23,Sausages,3
T0200,2024-01-23,Paper Towels,1
T0200,2024-01-23,Turkey,1
T0200,2024-01-23,Juice,2
T0201,2024-01-30,Chips,3
T0201,2024-01-30,Soda,2
T0201,2024-01-30,Candy,3
T0202,2024-01-30,Croissants,1
T0202,2024-01-30,Juice,3
T0202,2024-01-30,Yogurt,1
T0202,2024-01-30,Bread,1
T0202,2024-01-30,Nuts,1
T0202,2024-01-30,Soda,3
T0203,2024-01-16,Paper Towels,1
T0203,2024-01-16,Cream,1
T0203,2024-01-16,Chips,1
T0203,2024-01-16,Juice,2
T0203,2024-01-16,Bagels,2
T0203,2024-01-16,Cookies,3
T0203,2024-01-16,Soda,1
T0203,2024-01-16,Butter,2
T0203,2024-01-16,Lettuce,2
T0203,2024-01-16,Tea,2
T0204,2024-01-11,Chicken,3
T0204,2024-01-11,Coffee,2
T0204,2024-01-11,Oranges,3
T0204,2024-01-11,Pork,1
T0204,2024-01-11,Paper Towels,3
T0204,2024-01-11,Croissants,2
T0204,2024-01-11,Juice,1
T0205,2024-01-31,Chips,3
T0205,2024-01-31,Soda,3
T0205,2024-01-31,Apples,3
T0205,2024-01-31,Nuts,3
T0206,2024-01-30,Yogurt,1
T0206,2024-01-30,Trash Bags,2
T0207,2024-01-30,Chicken,1
T0207,2024-01-30,Lettuce,1
T0207,2024-01-30,Tomatoes,1
T0207,2024-01-30,Apples,1
T0208,2024-01-20,Paper Towels,2
T0208,2024-01-20,Toilet Paper,2
T0208,2024-01-20,Detergent,1
T0208,2024-01-20,Trash Bags,1
T0208,2024-01-20,Water,1
T0209,2024-01-24,Muffins,3
T0209,2024-01-24,Soap,2
T0210,2024-01-19,Crackers,2
T0210,2024-01-19,Bread,1
T0210,2024-01-19,Cream,2
T0210,2024-01-19,Candy,3
T0210,2024-01-19,Bananas,3
T0210,2024-01-19,Lettuce,3
T0210,2024-01-19,Croissants,1
T0210,2024-01-19,Apples,1
T0210,2024-01-19,Chicken,3
T0210,2024-01-19,Trash Bags,1
T0211,2024-01-06,Crackers,3
T0211,2024-01-06,Cheese,3
T0211,2024-01-06,Trash Bags,1
T0211,2024-01-06,Butter,3
T0211,2024-01-06,Cake,1
T0211,2024-01-06,Croissants,2
T0211,2024-01-06,Cream,3
T0211,2024-01-06,Chips,3
T0212,2024-01-14,Chips,2
T0212,2024-01-14,Soda,3
T0212,2024-01-14,Candy,1
T0213,2024-01-27,Soap,3
T0213,2024-01-27,Apples,3
T0214,2024-01-10,Paper Towels,1
T0214,2024-01-10,Toilet Paper,3
T0214,2024-01-10,Detergent,1
T0214,2024-01-10,Water,3
T0214,2024-01-10,Coffee,1
T0214,2024-01-10,Juice,2
T0214,2024-01-10,Apples,3
T0215,2024-01-24,Bread,1
T0215,2024-01-24,Cake,3
T0215,2024-01-24,Tomatoes,3
T0216,2024-01-06,Bread,1
T0216,2024-01-06,Cheese,3
T0216,2024-01-06,Lettuce,1
T0216,2024-01-06,Tomatoes,2
T0216,2024-01-06,Water,2
T0216,2024-01-06,Apples,1
T0216,2024-01-06,Candy,3
T0216,2024-01-06,Yogurt,3
T0216,2024-01-06,Cookies,1
T0217,2024-01-13,Chips,1
T0217,2024-01-13,Lettuce,3
T0217,2024-01-13,Muffins,1
T0217,2024-01-13,Apples,3
T0217,2024-01-13,Oranges,1
T0217,2024-01-13,Butter,3
T0218,2024-01-27,Bread,2
T0218,2024-01-27,Butter,2
T0218,2024-01-27,Milk,1
T0218,2024-01-27,Coffee,3
T0219,2024-01-27,Cookies,1
T0219,2024-01-27,Milk,3
T0219,2024-01-27,Oranges,3
T0219,2024-01-27,Detergent,3
T0219,2024-01-27,Lettuce,3
T0219,2024-01-27,Butter,3
T0219,2024-01-27,Water,1
T0219,2024-01-27,Soap,1
T0219,2024-01-27,Toilet Paper,3
T0219,2024-01-27,Juice,2
T0220,2024-01-16,Chicken,1
T0220,2024-01-16,Lettuce,1
T0220,2024-01-16,Tomatoes,3
T0220,2024-01-16,Yogurt,3
T0221,2024-01-07,Croissants,3
T0221,2024-01-07,Bananas,1
T0221,2024-01-07,Soda,1
T0221,2024-01-07,Tomatoes,2
T0221,2024-01-07,Cake,2
T0221,2024-01-07,Turkey,3
T0221,2024-01-07,Muffins,2
T0221,2024-01-07,Beef,1
T0222,2024-01-02,Trash Bags,2
T0223,2024-01-19,Chips,2
T0223,2024-01-19,Soda,3
T0223,2024-01-19,Sausages,3
T0223,2024-01-19,Pork,1
T0223,2024-01-19,Toilet Paper,2
T0223,2024-01-19,Muffins,3
T0223,2024-01-19,Crackers,1
T0223,2024-01-19,Trash Bags,3
T0223,2024-01-19,Detergent,2
T0223,2024-01-19,Soap,3
T0224,2024-01-24,Paper Towels,3
T0224,2024-01-24,Toilet Paper,2
T0224,2024-01-24,Detergent,2
T0224,2024-01-24,Turkey,1
T0225,2024-01-17,Bagels,3
T0225,2024-01-17,Cream,3
T0225,2024-01-17,Coffee,1
T0225,2024-01-17,Muffins,3
T0225,2024-01-17,Detergent,2
T0225,2024-01-17,Bananas,1
T0225,2024-01-17,Lettuce,1
T0226,2024-01-25,Nuts,1
T0226,2024-01-25,Oranges,1
T0227,2024-01-28,Tea,1
T0227,2024-01-28,Yogurt,2
T0228,2024-01-14,Bagels,1
T0228,2024-01-14,Cream,2
T0228,2024-01-14,Coffee,2
T0228,2024-01-14,Beef,2
T0228,2024-01-14,Paper Towels,3
T0229,2024-01-30,Sausages,2
T0229,2024-01-30,Crackers,3
T0229,2024-01-30,Bread,3
T0229,2024-01-30,Tomatoes,1
T0229,2024-01-30,Lettuce,2
T0229,2024-01-30,Paper Towels,2
T0229,2024-01-30,Butter,1
T0229,2024-01-30,Yogurt,3
T0229,2024-01-30,Pork,1
T0230,2024-01-28,Muffins,1
T0230,2024-01-28,Lettuce,3
T0230,2024-01-28,Croissants,3
T0231,2024-01-19,Toilet Paper,3
T0232,2024-01-11,Bagels,1
T0232,2024-01-11,Cream,2
T0232,2024-01-11,Coffee,1
T0232,2024-01-11,Lettuce,1
T0232,2024-01-11,Chicken,3
T0232,2024-01-11,Milk,3
T0232,2024-01-11,Cake,1
T0233,2024-01-25,Pork,1
T0233,2024-01-25,Beef,1
T0234,2024-01-18,Croissants,1
T0234,2024-01-18,Juice,2
T0234,2024-01-18,Yogurt,3
T0235,2024-01-23,Cream,1
T0235,2024-01-23,Soap,2
T0235,2024-01-23,Candy,1
T0235,2024-01-23,Nuts,3
T0235,2024-01-23,Sausages,3
T0236,2024-01-28,Muffins,1
T0236,2024-01-28,Yogurt,3
T0237,2024-01-18,Chips,3
T0237,2024-01-18,Soda,2
T0237,2024-01-18,Croissants,1
T0237,2024-01-18,Milk,3
T0237,2024-01-18,Beef,3
T0238,2024-01-20,Cake,1
T0238,2024-01-20,Nuts,2
T0238,2024-01-20,Bananas,2
T0238,2024-01-20,Muffins,1
T0238,2024-01-20,Detergent,3
T0238,2024-01-20,Cream,3
T0238,2024-01-20,Tea,2
T0238,2024-01-20,Croissants,1
T0238,2024-01-20,Chips,1
T0238,2024-01-20,Milk,2
T0239,2024-01-29,Detergent,2
T0240,2024-01-15,Chicken,2
T0241,2024-01-22,Water,1
T0241,2024-01-22,Milk,2
T0242,2024-01-28,Chicken,2
T0242,2024-01-28,Lettuce,2
T0242,2024-01-28,Tomatoes,1
T0242,2024-01-28,Bananas,2
T0242,2024-01-28,Coffee,2
T0242,2024-01-28,Sausages,3
T0242,2024-01-28,Cream,2
T0243,2024-01-05,Chicken,1
T0243,2024-01-05,Candy,1
T0244,2024-01-29,Bagels,3
T0244,2024-01-29,Bread,2
T0245,2024-01-30,Cookies,2
T0245,2024-01-30,Oranges,1
T0246,2024-01-03,Chips,2
T0246,2024-01-03,Chicken,3
T0247,2024-01-05,Bread,2
T0247,2024-01-05,Cheese,2
T0247,2024-01-05,Lettuce,3
T0247,2024-01-05,Tomatoes,1
T0247,2024-01-05,Nuts,1
T0247,2024-01-05,Coffee,1
T0247,2024-01-05,Soda,1
T0247,2024-01-05,Paper Towels,3
T0248,2024-01-29,Bread,3
T0248,2024-01-29,Butter,1
T0248,2024-01-29,Milk,2
T0248,2024-01-29,Coffee,1
T0248,2024-01-29,Sausages,3
T0248,2024-01-29,Croissants,3
T0248,2024-01-29,Chips,3
T0248,2024-01-29,Cheese,3
T0249,2024-01-13,Candy,3
T0249,2024-01-13,Sausages,1
T0249,2024-01-13,Milk,3
T0249,2024-01-13,Croissants,3
T0249,2024-01-13,Nuts,3
T0249,2024-01-13,Crackers,3
T0249,2024-01-13,Paper Towels,3
T0250,2024-01-26,Chicken,3
T0250,2024-01-26,Lettuce,3
T0250,2024-01-26,Tomatoes,1
T0250,2024-01-26,Milk,3
T0250,2024-01-26,Butter,1
T0250,2024-01-26,Soap,3
T0251,2024-01-22,Beef,3
T0251,2024-01-22,Trash Bags,3
T0251,2024-01-22,Water,2
T0251,2024-01-22,Cookies,3
T0251,2024-01-22,Candy,1
T0251,2024-01-22,Soap,2
T0251,2024-01-22,Bread,2
T0251,2024-01-22,Cheese,3
T0251,2024-01-22,Oranges,2
T0251,2024-01-22,Muffins,1
T0252,2024-01-27,Paper Towels,1
T0252,2024-01-27,Toilet Paper,3
T0252,2024-01-27,Detergent,3
T0252,2024-01-27,Oranges,2
T0252,2024-01-27,Juice,3
T0252,2024-01-27,Water,2
T0253,2024-01-07,Bagels,3
T0253,2024-01-07,Cookies,2
T0253,2024-01-07,Nuts,1
T0253,2024-01-07,Oranges,1
T0253,2024-01-07,Coffee,2
T0253,2024-01-07,Cake,3
T0254,2024-01-07,Milk,1
T0255,2024-01-28,Tomatoes,3
T0255,2024-01-28,Bananas,1
T0255,2024-01-28,Beef,1
T0255,2024-01-28,Pork,1
T0255,2024-01-28,Croissants,1
T0256,2024-01-03,Bread,2
T0256,2024-01-03,Butter,1
T0256,2024-01-03,Milk,2
T0256,2024-01-03,Coffee,3
T0257,2024-01-22,Bananas,2
T0258,2024-01-11,Paper Towels,2
T0258,2024-01-11,Cream,3
T0259,2024-01-18,Beef,1
T0259,2024-01-18,Cake,2
T0259,2024-01-18,Toilet Paper,1
T0259,2024-01-18,Crackers,3
T0259,2024-01-18,Oranges,3
T0259,2024-01-18,Coffee,1
T0259,2024-01-18,Turkey,1
T0260,2024-01-10,Bagels,1
T0260,2024-01-10,Cream,3
T0260,2024-01-10,Coffee,1
T0260,2024-01-10,Bread,2
T0260,2024-01-10,Lettuce,1
T0260,2024-01-10,Milk,3
T0260,2024-01-10,Juice,2
T0260,2024-01-10,Sausages,1
T0260,2024-01-10,Candy,1
T0260,2024-01-10,Tea,3
T0261,2024-01-20,Cheese,2
T0261,2024-01-20,Cream,3
T0261,2024-01-20,Detergent,2
T0261,2024-01-20,Butter,2
T0261,2024-01-20,Chips,3
T0262,2024-01-07,Bananas,1
T0262,2024-01-07,Soda,2
T0262,2024-01-07,Oranges,3
T0262,2024-01-07,Tomatoes,2
T0262,2024-01-07,Soap,3
T0262,2024-01-07,Milk,3
T0262,2024-01-07,Cookies,1
T0262,2024-01-07,Chicken,1
T0262,2024-01-07,Apples,3
T0262,2024-01-07,Yogurt,1
T0263,2024-01-01,Cheese,2
T0263,2024-01-01,Bananas,1
T0263,2024-01-01,Juice,1
T0263,2024-01-01,Milk,3
T0263,2024-01-01,Soap,3
T0263,2024-01-01,Butter,3
T0263,2024-01-01,Sausages,1
T0264,2024-01-22,Beef,3
T0264,2024-01-22,Potatoes,2
T0264,2024-01-22,Soda,2
T0264,2024-01-22,Turkey,1
T0264,2024-01-22,Croissants,1
T0265,2024-01-03,Juice,1
T0265,2024-01-03,Apples,3
T0266,2024-01-12,Juice,1
T0267,2024-01-07,Bagels,1
T0267,2024-01-07,Cream,3
T0267,2024-01-07,Coffee,1
T0267,2024-01-07,Bread,3
T0267,2024-01-07,Chips,1
T0268,2024-01-26,Cookies,1
T0268,2024-01-26,Milk,1
T0268,2024-01-26,Candy,1
T0268,2024-01-26,Nuts,1
T0268,2024-01-26,Water,2
T0268,2024-01-26,Detergent,3
T0269,2024-01-03,Chicken,3
T0269,2024-01-03,Lettuce,2
T0269,2024-01-03,Tomatoes,1
T0269,2024-01-03,Coffee,1
T0270,2024-01-16,Chips,2
T0270,2024-01-16,Soda,2
T0270,2024-01-16,Bagels,2
T0271,2024-01-27,Bread,1
T0271,2024-01-27,Butter,1
T0271,2024-01-27,Milk,3
T0271,2024-01-27,Coffee,2
T0271,2024-01-27,Yogurt,3
T0271,2024-01-27,Cheese,1
T0271,2024-01-27,Cookies,3
T0272,2024-01-25,Chips,2
T0272,2024-01-25,Soda,1
T0272,2024-01-25,Candy,2
T0272,2024-01-25,Water,1
T0272,2024-01-25,Sausages,3
T0272,2024-01-25,Coffee,1
T0273,2024-01-03,Crackers,3
T0273,2024-01-03,Cheese,1
T0273,2024-01-03,Toilet Paper,3
T0273,2024-01-03,Tea,2
T0273,2024-01-03,Trash Bags,1
T0273,2024-01-03,Candy,3
T0273,2024-01-03,Soda,1
T0274,2024-01-13,Paper Towels,3
T0274,2024-01-13,Toilet Paper,2
T0274,2024-01-13,Detergent,2
T0274,2024-01-13,Lettuce,2
T0274,2024-01-13,Soda,1
T0274,2024-01-13,Cake,3
T0274,2024-01-13,Crackers,1
T0274,2024-01-13,Soap,1
T0274,2024-01-13,Cream,1
T0274,2024-01-13,Croissants,3
T0275,2024-01-03,Chips,3
T0275,2024-01-03,Soda,1
T0275,2024-01-03,Candy,3
T0275,2024-01-03,Oranges,2
T0275,2024-01-03,Muffins,3
T0275,2024-01-03,Milk,1
T0275,2024-01-03,Water,2
T0275,2024-01-03,Tomatoes,1
T0275,2024-01-03,Sausages,1
T0276,2024-01-12,Bagels,3
T0276,2024-01-12,Cream,2
T0276,2024-01-12,Coffee,2
T0276,2024-01-12,Muffins,3
T0277,2024-01-22,Crackers,1
T0277,2024-01-22,Cheese,1
T0277,2024-01-22,Cookies,2
T0277,2024-01-22,Pork,2
T0277,2024-01-22,Bread,3
T0277,2024-01-22,Turkey,2
T0277,2024-01-22,Detergent,3
T0278,2024-01-19,Chicken,3
T0278,2024-01-19,Beef,2
T0279,2024-01-12,Bread,1
T0279,2024-01-12,Butter,1
T0279,2024-01-12,Milk,3
T0279,2024-01-12,Coffee,1
T0279,2024-01-12,Crackers,2
T0279,2024-01-12,Soap,1
T0280,2024-01-05,Chips,3
T0280,2024-01-05,Soda,3
T0280,2024-01-05,Sausages,3
T0281,2024-01-26,Bagels,3
T0281,2024-01-26,Cream,2
T0281,2024-01-26,Coffee,1
T0282,2024-01-07,Bread,2
T0282,2024-01-07,Cheese,1
T0282,2024-01-07,Lettuce,3
T0282,2024-01-07,Tomatoes,3
T0282,2024-01-07,Chips,1
T0282,2024-01-07,Nuts,3
T0282,2024-01-07,Crackers,2
T0283,2024-01-11,Beef,2
T0283,2024-01-11,Potatoes,1
T0283,2024-01-11,Soda,2
T0283,2024-01-11,Oranges,2
T0283,2024-01-11,Croissants,1
T0283,2024-01-11,Butter,2
T0283,2024-01-11,Bananas,3
T0284,2024-01-24,Beef,1
T0284,2024-01-24,Potatoes,1
T0284,2024-01-24,Soda,2
T0284,2024-01-24,Chips,1
T0284,2024-01-24,Croissants,1
T0284,2024-01-24,Cookies,1
T0285,2024-01-12,Soda,1
T0286,2024-01-09,Chips,2
T0286,2024-01-09,Soda,2
T0286,2024-01-09,Candy,1
T0286,2024-01-09,Cookies,3
T0286,2024-01-09,Paper Towels,3
T0286,2024-01-09,Bagels,3
T0286,2024-01-09,Water,1
T0286,2024-01-09,Cake,2
T0286,2024-01-09,Bread,1
T0287,2024-01-16,Bread,1
T0287,2024-01-16,Cheese,2
T0287,2024-01-16,Lettuce,1
T0288,2024-01-24,Chicken,3
T0288,2024-01-24,Lettuce,2
T0288,2024-01-24,Tomatoes,1
T0288,2024-01-24,Cheese,3
T0289,2024-01-23,Crackers,2
T0289,2024-01-23,Cheese,2
T0289,2024-01-23,Muffins,2
T0289,2024-01-23,Turkey,1
T0289,2024-01-23,Butter,3
T0289,2024-01-23,Cream,3
T0289,2024-01-23,Detergent,3
T0290,2024-01-03,Croissants,2
T0290,2024-01-03,Juice,3
T0290,2024-01-03,Yogurt,2
T0290,2024-01-03,Cheese,3
T0290,2024-01-03,Bagels,2
T0290,2024-01-03,Beef,1
T0290,2024-01-03,Detergent,3
T0290,2024-01-03,Chicken,1
T0290,2024-01-03,Apples,2
T0290,2024-01-03,Soap,3
T0291,2024-01-03,Bananas,1
T0292,2024-01-20,Cookies,2
T0292,2024-01-20,Milk,1
T0292,2024-01-20,Trash Bags,3
T0292,2024-01-20,Water,3
T0293,2024-01-20,Soap,1
T0294,2024-01-11,Muffins,1
T0294,2024-01-11,Water,1
T0294,2024-01-11,Milk,3
T0294,2024-01-11,Toilet Paper,2
T0294,2024-01-11,Tomatoes,1
T0294,2024-01-11,Cake,1
T0294,2024-01-11,Apples,1
T0295,2024-01-12,Bagels,3
T0295,2024-01-12,Chicken,1
T0295,2024-01-12,Bananas,2
T0295,2024-01-12,Cheese,2
T0295,2024-01-12,Tomatoes,2
T0295,2024-01-12,Soda,3
T0295,2024-01-12,Detergent,2
T0295,2024-01-12,Lettuce,1
T0295,2024-01-12,Chips,2
T0296,2024-01-25,Beef,2
T0296,2024-01-25,Potatoes,1
T0296,2024-01-25,Soda,3
T0296,2024-01-25,Tomatoes,3
T0297,2024-01-18,Beef,1
T0297,2024-01-18,Bagels,1
T0298,2024-01-17,Bananas,1
T0298,2024-01-17,Apples,1
T0299,2024-01-01,Bread,3
T0299,2024-01-01,Butter,3
T0299,2024-01-01,Milk,3
T0299,2024-01-01,Coffee,3
T0299,2024-01-01,Detergent,3
T0299,2024-01-01,Muffins,3
T0299,2024-01-01,Nuts,3
T0299,2024-01-01,Candy,1
T0299,2024-01-01,Bagels,2
T0300,2024-01-22,Paper Towels,2
T0300,2024-01-22,Toilet Paper,3
T0300,2024-01-22,Detergent,3
T0300,2024-01-22,Bagels,3
T0300,2024-01-22,Lettuce,1
T0300,2024-01-22,Candy,1
T0300,2024-01-22,Cheese,1
T0301,2024-01-02,Croissants,3
